scenario,sparsity_pct,toggle_pct,iteration,time_ns,mode,vmin_mv,vmax_mv,droop_mv,overshoot_mv,pkpk_mv,baseline_droop_mv,baseline_pkpk_mv,droop_reduction_pct,pkpk_reduction_pct,avg_load_ma,peak_load_ma,delta_load_ma,event_latency_ps,control_latency_ps,settle_ns,vrefh_mv,vrefl_mv,vdrp_mv,vos_mv,ctie_hi,ctie_lo,global_code,pin_mw,pout_mw,efficiency_pct,current_eff_peak_pct,iq_est_ua,control_power_mw,guardband_power_mw,switching_power_mw,rail_violation,current_stddev_ma,current_stddev_min_ma,avg_ctot_code
dense_10pct_75pct,10.000000,75.000000,11,38400.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,12,40960.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,13,43520.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,14,46080.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,15,48640.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,16,51200.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,17,53760.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,18,56320.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,19,58880.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,20,61440.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,21,64000.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,22,66560.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,23,69120.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,24,71680.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,25,74240.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,26,76800.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,27,79360.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,28,81920.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,29,84480.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,30,87040.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,31,89600.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
dense_10pct_75pct,10.000000,75.000000,32,92160.000000,no_eec+no_learning+no_balance,780.364484,834.367785,19.635516,34.367785,54.003301,32.888571,70.524878,40.296840,23.426594,440.000000,532.263314,184.526627,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,32305,542.963104,353.379214,65.083467,73.747745,562.358053,0.506122,140.525000,0.030785,0,0.036358,0.016838,45756.000000
medium_50pct_50pct,50.000000,50.000000,1,94730.000000,no_eec+no_learning+no_balance,805.578269,840.284167,0.000000,40.284167,40.284167,0.000000,40.284167,0.000000,0.000000,332.115385,366.286982,68.343195,0.000000,0.000000,0.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17680,392.744656,273.520323,69.643296,77.108847,559.136110,0.503222,88.259663,0.021474,0,0.013017,0.005091,41344.000000
medium_50pct_50pct,50.000000,50.000000,2,97290.000000,no_eec+no_learning+no_balance,772.680234,826.650632,27.319766,26.650632,53.970399,0.000000,40.284167,0.000000,-33.974222,332.115385,366.286982,68.343195,0.000000,0.000000,10.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.454450,265.877461,67.575157,77.112554,551.091745,0.495983,88.259663,0.016973,0,0.009673,0.003687,32237.054688
medium_50pct_50pct,50.000000,50.000000,3,99850.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,4,102410.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,5,104970.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,6,107530.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,7,110090.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,8,112650.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,9,115210.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,10,117770.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,11,120330.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,12,122890.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,13,125450.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,14,128010.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,15,130570.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,16,133130.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,17,135690.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,18,138250.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,19,140810.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,20,143370.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,21,145930.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,22,148490.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,23,151050.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,24,153610.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,25,156170.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,26,158730.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,27,161290.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,28,163850.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,29,166410.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,30,168970.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,31,171530.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
medium_50pct_50pct,50.000000,50.000000,32,174090.000000,no_eec+no_learning+no_balance,773.511404,817.170583,26.488596,17.170583,43.659179,0.000000,40.284167,0.000000,-8.378011,332.115385,366.286982,68.343195,0.000000,0.000000,150.000000,845.000000,755.000000,690.000000,890.000000,26624,6144,17062,393.005144,265.664435,67.598208,77.112554,547.880293,0.493092,88.259663,0.015630,0,0.009481,0.003794,31228.000000
